Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
391768,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Zarnewanz,54.06,12.48,WOAH (former OIE),Confirmed,Domestic,Chicken,25/11/2024,27/11/2024,,
391767,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Dornum,53.64,7.48,WOAH (former OIE),Confirmed,Domestic,Chicken,23/11/2024,25/11/2024,,
391766,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Reußenköge,54.470038,9.51416,WOAH (former OIE),Confirmed,Domestic,Chicken,22/11/2024,25/11/2024,,
389029,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Slovakia,Nitra,ob_141520 - SK-HPAI (P)-2024/2025-1 - Novy Pavol,47.77,18.01,WOAH (former OIE),Confirmed,Domestic,Chicken,16/10/2024,22/10/2024,,
378131,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Gyomaendr d,46.903093,20.747254,WOAH (former OIE),Confirmed,Domestic,Turkey,26/04/2024,29/04/2024,,
373452,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Piove Di Sacco,45.304281,12.112575,WOAH (former OIE),Confirmed,Domestic,Turkey,19/02/2024,20/02/2024,,
373534,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Jihomoravsky,OB_132125 - HPAI2-18/2024 - VALDÍKOV,49.24536,15.98602,WOAH (former OIE),Confirmed,Domestic,Chicken,13/02/2024,20/02/2024,,
373200,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Hutton Cranswick  East Yorkshire,53.93,-0.34,WOAH (former OIE),Confirmed,Domestic,Chicken,12/02/2024,15/02/2024,,
372995,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Soenderjylland,Hokkerup,54.89957,9.47895,WOAH (former OIE),Confirmed,Domestic,Chicken,07/02/2024,12/02/2024,,
372897,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Süderau,53.83,9.56,WOAH (former OIE),Confirmed,Domestic,Turkey,06/02/2024,08/02/2024,,
372999,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Jihomoravsky,OB_131877 - HPAI-3/2024 - VALDÍKOV,49.2445,15.98116,WOAH (former OIE),Confirmed,Domestic,Duck,04/02/2024,12/02/2024,,
372424,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Gingst,54.44,13.21,WOAH (former OIE),Confirmed,Domestic,Chicken,03/02/2024,05/02/2024,,
372428,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Soenderjylland,OB_131502 - 81812 - TINGLEV,54.9033,9.2812,WOAH (former OIE),Confirmed,Domestic,Chicken,03/02/2024,06/02/2024,,
372429,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Vestsjaelland,OB_131501 - 75694 - RUDS VEDBY,55.5304,11.3738,WOAH (former OIE),Confirmed,Domestic,Turkey,03/02/2024,06/02/2024,,
372425,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Süderau,53.83,9.55,WOAH (former OIE),Confirmed,Domestic,Turkey,02/02/2024,05/02/2024,,
373000,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Vychodocesky,OB_131876 - HPAI-2/2024 - SKLENNÉ,49.70811,16.53365,WOAH (former OIE),Confirmed,Domestic,Chicken,02/02/2024,12/02/2024,,
371658,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Vestsjaelland,Bøgelunde,55.2415,11.421,WOAH (former OIE),Confirmed,Domestic,Turkey,23/01/2024,25/01/2024,,
371212,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Skaane Laen,Ystad,55.403746,14.090864,WOAH (former OIE),Confirmed,Domestic,Turkey,16/01/2024,17/01/2024,,
371211,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Somogy,Kaposvár,46.38644,17.81331,WOAH (former OIE),Confirmed,Domestic,Turkey,12/01/2024,17/01/2024,,
370772,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Jihomoravsky,OB_130106 - 2024/008C - VEDROVICE,49.0215,16.37487,WOAH (former OIE),Confirmed,Domestic,Chicken,03/01/2024,11/01/2024,,
370375,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Gyor-moson-sopron,B ny,47.6435,17.87758,WOAH (former OIE),Confirmed,Domestic,Turkey,30/12/2023,04/01/2024,,
370376,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Nyírmeggyes,47.925646,22.272295,WOAH (former OIE),Confirmed,Domestic,Duck,29/12/2023,04/01/2024,,
370608,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Austria,Oberosterreich,OB_129955 - TKH-2024-6 - LINZ-LAND,48.15,14.33,WOAH (former OIE),Confirmed,Domestic,Chicken,29/12/2023,08/01/2024,,
370065,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Veurne,51.01188,2.58567,WOAH (former OIE),Confirmed,Domestic,Chicken,28/12/2023,02/01/2024,,
369789,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wittmund,53.53,7.71,WOAH (former OIE),Confirmed,Domestic,Duck,21/12/2023,22/12/2023,,
369667,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Winkelsett,52.87,8.5,WOAH (former OIE),Confirmed,Domestic,Turkey,20/12/2023,21/12/2023,,
369784,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Lärz,53.26,12.72,WOAH (former OIE),Confirmed,Domestic,Turkey,20/12/2023,22/12/2023,,
369664,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Sachsen-Anhalt,Calbe (Saale),51.89,11.8,WOAH (former OIE),Confirmed,Domestic,Chicken,19/12/2023,21/12/2023,,
369666,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,OB_129324 - 23-015-01243 - BLEKENDORF,54.26,10.69,WOAH (former OIE),Confirmed,Domestic,Chicken,19/12/2023,21/12/2023,,
369665,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,OB_129325 - 23-015-01245 - REUSSENKÖG,54.65,8.85,WOAH (former OIE),Confirmed,Domestic,Chicken,18/12/2023,21/12/2023,,
369045,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Nordrhein-Westfalen,Versmold,52.04,8.21,WOAH (former OIE),Confirmed,Domestic,Duck,13/12/2023,15/12/2023,,
368960,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Nordrhein-Westfalen,Versmold,52.04,8.21,WOAH (former OIE),Confirmed,Domestic,Duck,11/12/2023,13/12/2023,,
368537,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Nagyszénás,46.67894,20.640159,WOAH (former OIE),Confirmed,Domestic,Turkey,05/12/2023,08/12/2023,,
368538,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128747 - APÁTFALVA,46.2043,20.6311,WOAH (former OIE),Confirmed,Domestic,Goose,03/12/2023,08/12/2023,,
368128,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,OB_128482 - 23-015-01215 - LORUP,52.91,7.67,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,01/12/2023,,
368137,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Diksmuide,51.01145,2.92072,WOAH (former OIE),Confirmed,Domestic,Chicken,30/11/2023,01/12/2023,,
368315,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128539 - NÁDUDVAR,47.447533,21.156754,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,04/12/2023,,
368316,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128538 - NÁDUDVAR,47.442645,21.143858,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,04/12/2023,,
368127,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Brandenburg,Zernitz-Lohm,52.85,12.31,WOAH (former OIE),Confirmed,Domestic,Turkey,29/11/2023,01/12/2023,,
368129,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,OB_128481 - 23-015-01212 - WURSTER NORDSEEKÜSTE,53.66,8.55,WOAH (former OIE),Confirmed,Domestic,Turkey,29/11/2023,01/12/2023,,
368319,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128536 - HAJDÚBAGOS,47.380389,21.657917,WOAH (former OIE),Confirmed,Domestic,Duck,25/11/2023,04/12/2023,,
368029,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Minerbe,45.255374,11.323602,WOAH (former OIE),Confirmed,Domestic,Turkey,24/11/2023,29/11/2023,,
368244,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,OB_128490 - AIV2023/57 - BERWICK-UPON-TWEED  NORTHUMBERLAND,55.59,-2.09,WOAH (former OIE),Confirmed,Domestic,Chicken,23/11/2023,04/12/2023,,
368318,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128535 - NÁDUDVAR,47.431587,21.215711,WOAH (former OIE),Confirmed,Domestic,Turkey,23/11/2023,04/12/2023,,
367709,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128056 - NÁDUDVAR,47.46806,21.171815,WOAH (former OIE),Confirmed,Domestic,Turkey,22/11/2023,27/11/2023,,
368320,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Jasz-nagykun-szolnok,Tiszakürt,46.853772,20.134648,WOAH (former OIE),Confirmed,Domestic,Turkey,22/11/2023,04/12/2023,,
368697,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Cranbrook  East Devon,50.77,-3.49,WOAH (former OIE),Confirmed,Domestic,Duck,22/11/2023,08/12/2023,,
367706,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128053 - MINDSZENT,46.532337,20.177774,WOAH (former OIE),Confirmed,Domestic,Duck,21/11/2023,27/11/2023,,
367707,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128052 - ÓPUSZTASZER,46.459306,20.056907,WOAH (former OIE),Confirmed,Domestic,Duck,21/11/2023,27/11/2023,,
367710,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128055 - TETÉTLEN,47.333846,21.355387,WOAH (former OIE),Confirmed,Domestic,Chicken,20/11/2023,27/11/2023,,
367711,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128054 - BALMAZÚJVÁROS,47.589915,21.390785,WOAH (former OIE),Confirmed,Domestic,Goose,20/11/2023,27/11/2023,,
367713,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,OB_128057 - TISZADOB,47.99349,21.21514,WOAH (former OIE),Confirmed,Domestic,Chicken,20/11/2023,27/11/2023,,
367708,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128051 - TÖMÖRKÉNY,46.611486,19.996496,WOAH (former OIE),Confirmed,Domestic,Duck,19/11/2023,27/11/2023,,
367217,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127738 - KISKUNFÉLEGYHÁZA,46.6937,19.9411,WOAH (former OIE),Confirmed,Domestic,Goose,17/11/2023,21/11/2023,,
367219,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127736 - KISKUNFÉLEGYHÁZA,46.711557,19.935913,WOAH (former OIE),Confirmed,Domestic,Duck,17/11/2023,21/11/2023,,
367220,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127735 - PÁLMONOSTORA,46.62401,19.95306,WOAH (former OIE),Confirmed,Domestic,Goose,17/11/2023,21/11/2023,,
367221,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127733 - PÁLMONOSTORA,46.63437,19.95073,WOAH (former OIE),Confirmed,Domestic,Goose,16/11/2023,21/11/2023,,
367225,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_127741 - SZÉKKUTAS,46.526166,20.582625,WOAH (former OIE),Confirmed,Domestic,Goose,16/11/2023,21/11/2023,,
367347,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,OB_127568 - HPAI-2023-14 - SANT' URBANO,45.133412,11.664681,WOAH (former OIE),Confirmed,Domestic,Chicken,16/11/2023,22/11/2023,,
367213,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_127731 - NÁDUDVAR,47.464808,21.175267,WOAH (former OIE),Confirmed,Domestic,Turkey,15/11/2023,21/11/2023,,
367214,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_127730 - POLGÁR,47.823523,21.124078,WOAH (former OIE),Confirmed,Domestic,Goose,15/11/2023,21/11/2023,,
367215,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_127729 - NAGYHEGYES,47.574004,21.355835,WOAH (former OIE),Confirmed,Domestic,Chicken,14/11/2023,21/11/2023,,
367222,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127734 - PET FISZÁLLÁS,46.636168,19.892706,WOAH (former OIE),Confirmed,Domestic,Duck,14/11/2023,21/11/2023,,
367223,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Borsod-abauj-zemplen,Tiszakarád,48.21214,21.76812,WOAH (former OIE),Confirmed,Domestic,Goose,14/11/2023,21/11/2023,,
367425,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Noord-holland,Middelie,52.54,5.02,WOAH (former OIE),Confirmed,Domestic,Chicken,14/11/2023,22/11/2023,,
366808,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Sant' Urbano,45.144409,11.654542,WOAH (former OIE),Confirmed,Domestic,Turkey,13/11/2023,15/11/2023,,
367216,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Tiszadob,47.994276,21.210575,WOAH (former OIE),Confirmed,Domestic,Duck,12/11/2023,21/11/2023,,
366553,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Tiszadob,47.98432,21.14925,WOAH (former OIE),Confirmed,Domestic,Duck,06/11/2023,09/11/2023,,
366454,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Vestsjaelland,Lundby,55.2327,11.3956,WOAH (former OIE),Confirmed,Domestic,Turkey,05/11/2023,07/11/2023,,
367136,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,South Holland  Lincolnshire,52.89,-0.24,WOAH (former OIE),Confirmed,Domestic,Turkey,04/11/2023,17/11/2023,,
363168,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,OB_125369 - AIV202./52 - LOWER BARVAS  ISLE OF LEWIS,58.35,-6.51,WOAH (former OIE),Confirmed,Domestic,Chicken,10/09/2023,22/09/2023,,
363169,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,OB_125368 - AIV2023/51 - TINGWALL  SHETLAND ISLANDS,60.22,-1.22,WOAH (former OIE),Confirmed,Domestic,Chicken,09/09/2023,22/09/2023,,
362697,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,OB_124999 - AIV2023/50 - PETERHEAD  ABERDEENSHIRE,57.53,-1.93,WOAH (former OIE),Confirmed,Domestic,Chicken,05/09/2023,15/09/2023,,
361372,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Lower Barvas  Isle of Lewis,58.35,-6.51,WOAH (former OIE),Confirmed,Domestic,Chicken,18/08/2023,25/08/2023,,
360405,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,OB_123593 - AIV2023/38 - STORNOWAY  ISLE OF LEWIS,58.22,-6.24,WOAH (former OIE),Confirmed,Domestic,Chicken,02/08/2023,11/08/2023,,
360403,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,OB_123595 - AIV2023/40 - LOCHCARRON  HIGHLANDS,57.4,-5.5,WOAH (former OIE),Confirmed,Domestic,Chicken,28/07/2023,11/08/2023,,
359398,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Flevoland,Biddinghuizen,52.48,5.61,WOAH (former OIE),Confirmed,Domestic,Chicken,24/07/2023,26/07/2023,,
358065,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Fyn,Ullerslev,55.3815,10.6786,WOAH (former OIE),Confirmed,Domestic,Chicken,11/07/2023,12/07/2023,,
357849,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Husby,54.78,9.56,WOAH (former OIE),Confirmed,Domestic,Goose,07/07/2023,11/07/2023,,
358438,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Banff  Aberdeenshire,57.63,-2.57,WOAH (former OIE),Confirmed,Domestic,Chicken,05/07/2023,14/07/2023,,
356870,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Gotlands Laen,Gotland,57.483004,18.221134,WOAH (former OIE),Confirmed,Domestic,Chicken,25/06/2023,28/06/2023,,
355188,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Bayern,Regenstauf,49.13,12.13,WOAH (former OIE),Confirmed,Domestic,Chicken,22/05/2023,06/06/2023,,
355186,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Scunthorpe  North Lincolnshire,53.54,-0.69,WOAH (former OIE),Confirmed,Domestic,Chicken,21/05/2023,05/06/2023,,
353821,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Scunthorpe  North Lincolnshire,53.53,-0.71,WOAH (former OIE),Confirmed,Domestic,Chicken,14/05/2023,19/05/2023,,
355187,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Benz,53.92,14.07,WOAH (former OIE),Confirmed,Domestic,Chicken,12/05/2023,06/06/2023,,
354503,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Uckfield  Wealden,50.92,0.17,WOAH (former OIE),Confirmed,Domestic,Duck,05/05/2023,26/05/2023,,
353250,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Severomoravsky,Rychvald 2,49.84906,18.40055,WOAH (former OIE),Confirmed,Domestic,Turkey,04/05/2023,15/05/2023,,
352348,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Severomoravsky,Rychvald,49.85089,18.40207,WOAH (former OIE),Confirmed,Domestic,Turkey,30/04/2023,02/05/2023,,
352496,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Cantley  Doncaster,53.52,-0.99,WOAH (former OIE),Confirmed,Domestic,Chicken,27/04/2023,05/05/2023,,
351908,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,VILLAFRANCA DI VERONA,45.376651,10.88781,WOAH (former OIE),Confirmed,Domestic,Turkey,24/04/2023,26/04/2023,,
351999,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Soenderjylland,Augustenborg,54.9618,9.9115,WOAH (former OIE),Confirmed,Domestic,Chicken,24/04/2023,26/04/2023,,
352497,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Newtown  Montgomeryshire,52.56,-3.28,WOAH (former OIE),Confirmed,Domestic,Chicken,24/04/2023,05/05/2023,,
352002,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Kiskunhalas,46.4164,19.437296,WOAH (former OIE),Confirmed,Domestic,Chicken,21/04/2023,27/04/2023,,
352215,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Montgomery  Powys,52.58,-3.24,WOAH (former OIE),Confirmed,Domestic,Chicken,20/04/2023,28/04/2023,,
352248,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Montgomery  Powys,52.58,-3.24,WOAH (former OIE),Confirmed,Domestic,Chicken,20/04/2023,28/04/2023,,
351801,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Newtown  Montgomeryshire,52.56,-3.29,WOAH (former OIE),Confirmed,Domestic,Chicken,11/04/2023,21/04/2023,,
351483,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Povegliano Veronese,45.364675,10.905559,WOAH (former OIE),Confirmed,Domestic,Turkey,10/04/2023,19/04/2023,,
350642,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Baden-Wuerttemberg,Obersontheim,49.06,9.89,WOAH (former OIE),Confirmed,Domestic,Turkey,06/04/2023,11/04/2023,,
351800,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Leven  East Riding of Yorkshire,53.88,-0.32,WOAH (former OIE),Confirmed,Domestic,Duck,05/04/2023,21/04/2023,,
350241,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,VIGASIO,45.307002,10.924128,WOAH (former OIE),Confirmed,Domestic,Chicken,31/03/2023,05/04/2023,,
349339,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Stredocesky,Libomyšl,49.87087,13.99635,WOAH (former OIE),Confirmed,Domestic,Chicken,22/03/2023,27/03/2023,,
348578,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Rheinland-Pfalz,Kaisersesch,50.22,7.15,WOAH (former OIE),Confirmed,Domestic,Chicken,14/03/2023,16/03/2023,,
348370,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Southwaite  Eden,54.81,-2.89,WOAH (former OIE),Confirmed,Domestic,Chicken,02/03/2023,17/03/2023,,
346498,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Aalst,50.9485,4.14828,WOAH (former OIE),Confirmed,Domestic,Chicken,21/02/2023,24/02/2023,,
347554,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Wangels,54.287,10.709,WOAH (former OIE),Confirmed,Domestic,Chicken,20/02/2023,02/03/2023,,
348912,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Sachsen,Weinböhla,51.16,13.58,WOAH (former OIE),Confirmed,Domestic,Chicken,03/02/2023,15/03/2023,,
350512,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Nijkerk,52.20236,5.61729,WOAH (former OIE),Confirmed,Domestic,Duck,26/01/2023,06/04/2023,,
342862,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Wervik,50.834918,3.051083,WOAH (former OIE),Confirmed,Domestic,Chicken,24/01/2023,26/01/2023,,
341838,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Wielkopolskie,Ga  Kaliska,51.770833,18.400833,EC,Confirmed,Domestic,Turkey,19/01/2023,19/01/2023,,
341835,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Podkarpackie,D bowiec,49.683611,21.46,EC,Confirmed,Domestic,Chicken,18/01/2023,20/01/2023,,
341836,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Lodzkie,Ksawerów,51.682222,19.402778,EC,Confirmed,Domestic,Duck,18/01/2023,20/01/2023,,
341837,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Lodzkie,Ksawerów,51.682222,19.402778,EC,Confirmed,Domestic,Duck,18/01/2023,20/01/2023,,
339355,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Vejle,Ørum,55.73435,9.74765,WOAH (former OIE),Confirmed,Domestic,Chicken,31/12/2022,02/01/2023,,
339663,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Zapadocesky,Brod nad Tichou,49.824755,12.74021,WOAH (former OIE),Confirmed,Domestic,Chicken,30/12/2022,03/01/2023,,
338956,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Houthulst,50.96074,2.85352,WOAH (former OIE),Confirmed,Domestic,Turkey,23/12/2022,27/12/2022,,
339662,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Severomoravsky,Kun ice pod Ond ejníkem,49.56018,18.25094,WOAH (former OIE),Confirmed,Domestic,Chicken,23/12/2022,03/01/2023,,
345731,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Villafranca Di Verona,45.35529,10.860377,WOAH (former OIE),Confirmed,Domestic,Turkey,22/12/2022,16/02/2023,,
338955,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Diksmuide,51.02334,2.9275,WOAH (former OIE),Confirmed,Domestic,Chicken,20/12/2022,27/12/2022,,
338612,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Durbuy,50.31072,5.51562,WOAH (former OIE),Confirmed,Domestic,Chicken,16/12/2022,20/12/2022,,
339358,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Bishops Castle  Ludlow,52.53,-2.9,WOAH (former OIE),Confirmed,Domestic,Chicken,16/12/2022,30/12/2022,,
338405,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Much Marcle  North Herefordshire,51.96,-2.58,WOAH (former OIE),Confirmed,Domestic,Chicken,09/12/2022,16/12/2022,,
338058,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Stredocesky,Neb enice,49.944203,14.609217,WOAH (former OIE),Confirmed,Domestic,Chicken,08/12/2022,15/12/2022,,
