Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation Date,Report Date,Humans.affected,Human.deaths
370370,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Tighina,Olanesti village,46.49,29.92,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,04/01/2024,,
370499,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Dubasari,Solonceni village,47.8317,29.0075,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,05/01/2024,,
370501,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Stralsund,54.3,13.07,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,05/01/2024,,
370504,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Dolnoslaskie,Wisznia Ma a,51.250449,17.069741,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,05/01/2024,,
370518,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Ukraine,Sums'ka,Kuianivka,51.0717,34.213,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,05/01/2024,,
370771,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Severomoravsky,OB_130107 - 2024/005C - STARÁ B LÁ,49.76118,18.21712,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/01/2024,11/01/2024,,
370257,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Jasz-nagykun-szolnok,Abádszalók,47.49102,20.62977,WOAH (former OIE),Confirmed,Domestic,Phasianus Colchicus (Common Pheasant) - Phasanidae,01/01/2024,03/01/2024,,
370254,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Jihocesky,Horní Slov nice,49.04802,14.67227,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,31/12/2023,03/01/2024,,
370375,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Gyor-moson-sopron,B ny,47.6435,17.87758,WOAH (former OIE),Confirmed,Domestic,Turkey,30/12/2023,04/01/2024,,
371511,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Edinet,Tirnova village,48.199,27.1783,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/12/2023,23/01/2024,,
370376,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Nyírmeggyes,47.925646,22.272295,WOAH (former OIE),Confirmed,Domestic,Duck,29/12/2023,04/01/2024,,
370608,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Austria,Oberosterreich,OB_129955 - TKH-2024-6 - LINZ-LAND,48.15,14.33,WOAH (former OIE),Confirmed,Domestic,Chicken,29/12/2023,08/01/2024,,
370065,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Veurne,51.01188,2.58567,WOAH (former OIE),Confirmed,Domestic,Chicken,28/12/2023,02/01/2024,,
369780,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Mazowieckie,Opole  wierczyna,52.188459,22.205174,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/12/2023,27/12/2023,,
369924,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Dolnoslaskie,Prochowice,51.255412,16.368455,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/12/2023,28/12/2023,,
370054,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,Lunga village,47.86,28.23,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/12/2023,29/12/2023,,
369854,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Gyor-moson-sopron,B ny,47.64388,17.8775,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/12/2023,27/12/2023,,
369925,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Alveringem,50.97859,2.63869,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,23/12/2023,28/12/2023,,
369787,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Nyírbátor,47.80057,22.15085,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/12/2023,22/12/2023,,
369789,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wittmund,53.53,7.71,WOAH (former OIE),Confirmed,Domestic,Duck,21/12/2023,22/12/2023,,
369802,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Romania,Olt,SCORNICESTI,44.56001,24.55162,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/12/2023,26/12/2023,,
369808,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,Lunga village,47.86,28.23,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/12/2023,26/12/2023,,
369853,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,Nyírbátor,47.802424,22.150655,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/12/2023,27/12/2023,,
369667,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Winkelsett,52.87,8.5,WOAH (former OIE),Confirmed,Domestic,Turkey,20/12/2023,21/12/2023,,
369677,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Kujawsko-Pomorskie,Borek,52.828739,19.162519,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/12/2023,22/12/2023,,
369784,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Lärz,53.26,12.72,WOAH (former OIE),Confirmed,Domestic,Turkey,20/12/2023,22/12/2023,,
369785,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Kujawsko-Pomorskie,Borek,52.828739,19.162519,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/12/2023,22/12/2023,,
369664,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Sachsen-Anhalt,Calbe (Saale),51.89,11.8,WOAH (former OIE),Confirmed,Domestic,Chicken,19/12/2023,21/12/2023,,
369666,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,OB_129324 - 23-015-01243 - BLEKENDORF,54.26,10.69,WOAH (former OIE),Confirmed,Domestic,Chicken,19/12/2023,21/12/2023,,
369386,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Lithuania,Marijampoles,Nartas village,54.53539,23.38969,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/12/2023,18/12/2023,,
369665,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,OB_129325 - 23-015-01245 - REUSSENKÖG,54.65,8.85,WOAH (former OIE),Confirmed,Domestic,Chicken,18/12/2023,21/12/2023,,
369688,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Gyor-moson-sopron,B ny,47.637222,17.881389,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/12/2023,20/12/2023,,
369680,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Magyarbánhegyes,46.449248,20.959963,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/12/2023,20/12/2023,,
370239,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129636 - 79/6D - SOFIA VILLAGE 79/6D,47.9445,27.8688,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370240,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129635 - 80/7D - SOFIA VILLAGE 80/7D,47.9432,27.8667,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370241,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129634 - 78/5D - SOFIA VILLAGE 78/5D,47.9479,27.8627,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370242,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129633 - 81/8D - SOFIA VILLAGE 81/8D,47.9439,27.8629,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370243,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129632 - 82/9D - SOFIA VILLAGE 82/9D,47.9468,27.8707,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370244,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129631 - 83/10D - SOFIA VILLAGE 83/10D,47.9479,27.8706,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370245,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129630 - 86/13D - SOFIA VILLAGE 86/13D,47.9499,27.8709,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370246,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129629 - 87/14D - SOFIA VILLAGE 87/14D,47.95,27.87,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
370247,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Soroca,OB_129628 - 85/12D - SOFIA VILLAGE 85/12D,47.95,27.86,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/12/2023,03/01/2024,,
369387,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Puglia,Lecce,40.34575,18.28523,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/12/2023,18/12/2023,,
369045,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Nordrhein-Westfalen,Versmold,52.04,8.21,WOAH (former OIE),Confirmed,Domestic,Duck,13/12/2023,15/12/2023,,
369036,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,Nádudvar,47.423639,21.121955,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/12/2023,14/12/2023,,
369037,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Bácsszentgyörgy,45.976787,19.0549,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,12/12/2023,14/12/2023,,
368960,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Nordrhein-Westfalen,Versmold,52.04,8.21,WOAH (former OIE),Confirmed,Domestic,Duck,11/12/2023,13/12/2023,,
369039,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128998 - BATTONYA,46.316123,21.003962,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/12/2023,14/12/2023,,
369040,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128997 - ZSADÁNY,46.891137,21.443622,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/12/2023,14/12/2023,,
369041,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Komarom-esztergom,Mocsa,47.658101,18.195787,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/12/2023,14/12/2023,,
369038,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,Apátfalva,46.199475,20.620348,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/12/2023,14/12/2023,,
368535,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Zachodnio-Pomorskie,OB_128671 - 2023/64 - ININKA,53.558823,14.758673,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,06/12/2023,08/12/2023,,
368536,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Zachodnio-Pomorskie,OB_128669 - 2023/63 - ININKA,53.558823,14.75867,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,06/12/2023,08/12/2023,,
368539,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128748 - APÁTFALVA,46.17509,20.56417,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,06/12/2023,08/12/2023,,
368699,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Diksmuide,51.009141,2.914938,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,06/12/2023,11/12/2023,,
368452,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Wurster Nordseeküste,53.67,8.53,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/12/2023,07/12/2023,,
368453,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Schönberg,53.83,10.98,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/12/2023,07/12/2023,,
368457,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Schönberg,53.83,10.98,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,05/12/2023,07/12/2023,,
368537,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Nagyszénás,46.67894,20.640159,WOAH (former OIE),Confirmed,Domestic,Turkey,05/12/2023,08/12/2023,,
368538,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128747 - APÁTFALVA,46.2043,20.6311,WOAH (former OIE),Confirmed,Domestic,Goose,03/12/2023,08/12/2023,,
371164,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Moldova  Republic of,Balti,Borosenii Noi village,47.9958,27.469,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,03/12/2023,17/01/2024,,
368128,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,OB_128482 - 23-015-01215 - LORUP,52.91,7.67,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,01/12/2023,,
368137,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Diksmuide,51.01145,2.92072,WOAH (former OIE),Confirmed,Domestic,Chicken,30/11/2023,01/12/2023,,
368305,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128531 - KASZAPER,46.48276,20.834807,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/11/2023,04/12/2023,,
368306,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128530 - MEZ HEGYES,46.309225,20.80042,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,30/11/2023,04/12/2023,,
368315,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128539 - NÁDUDVAR,47.447533,21.156754,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,04/12/2023,,
368316,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128538 - NÁDUDVAR,47.442645,21.143858,WOAH (former OIE),Confirmed,Domestic,Turkey,30/11/2023,04/12/2023,,
368127,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Brandenburg,Zernitz-Lohm,52.85,12.31,WOAH (former OIE),Confirmed,Domestic,Turkey,29/11/2023,01/12/2023,,
368129,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,OB_128481 - 23-015-01212 - WURSTER NORDSEEKÜSTE,53.66,8.55,WOAH (former OIE),Confirmed,Domestic,Turkey,29/11/2023,01/12/2023,,
368308,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128528 - CSANÁDAPÁCA,46.546366,20.885234,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,29/11/2023,04/12/2023,,
368245,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,Tiszaalpár,46.78344,19.975508,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/11/2023,04/12/2023,,
368317,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128537 - HAJDÚSZOBOSZLÓ,47.425655,21.412997,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/11/2023,04/12/2023,,
368030,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Barßel,53.1,7.79,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/11/2023,29/11/2023,,
368307,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128529 - OROSHÁZA,46.548385,20.644511,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/11/2023,04/12/2023,,
368311,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128524 - BATTONYA,46.27484,21.00575,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/11/2023,04/12/2023,,
368312,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128523 - PUSZTAFÖLDVÁR,46.48963,20.79328,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,27/11/2023,04/12/2023,,
368309,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128527 - PUSZTAFÖLDVÁR,46.518951,20.800589,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,26/11/2023,04/12/2023,,
368310,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128526 - TÓTKOMLÓS,46.443061,20.727771,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/11/2023,04/12/2023,,
368313,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128522 - BATTONYA,46.29199,20.980045,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,25/11/2023,04/12/2023,,
368319,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128536 - HAJDÚBAGOS,47.380389,21.657917,WOAH (former OIE),Confirmed,Domestic,Duck,25/11/2023,04/12/2023,,
367658,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Zuid-holland,Alphen aan den Rijn,52.15,4.69,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/11/2023,26/11/2023,,
367699,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Schleswig-Holstein,Selk,54.47,9.59,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,24/11/2023,27/11/2023,,
368029,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Minerbe,45.255374,11.323602,WOAH (former OIE),Confirmed,Domestic,Turkey,24/11/2023,29/11/2023,,
368244,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,OB_128490 - AIV2023/57 - BERWICK-UPON-TWEED  NORTHUMBERLAND,55.59,-2.09,WOAH (former OIE),Confirmed,Domestic,Chicken,23/11/2023,04/12/2023,,
368318,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128535 - NÁDUDVAR,47.431587,21.215711,WOAH (former OIE),Confirmed,Domestic,Turkey,23/11/2023,04/12/2023,,
367709,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128056 - NÁDUDVAR,47.46806,21.171815,WOAH (former OIE),Confirmed,Domestic,Turkey,22/11/2023,27/11/2023,,
368320,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Jasz-nagykun-szolnok,Tiszakürt,46.853772,20.134648,WOAH (former OIE),Confirmed,Domestic,Turkey,22/11/2023,04/12/2023,,
368697,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Cranbrook  East Devon,50.77,-3.49,WOAH (former OIE),Confirmed,Domestic,Duck,22/11/2023,08/12/2023,,
367702,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128047 - PUSZTAFÖLDVÁR,46.515231,20.815162,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/11/2023,27/11/2023,,
367706,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128053 - MINDSZENT,46.532337,20.177774,WOAH (former OIE),Confirmed,Domestic,Duck,21/11/2023,27/11/2023,,
367707,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128052 - ÓPUSZTASZER,46.459306,20.056907,WOAH (former OIE),Confirmed,Domestic,Duck,21/11/2023,27/11/2023,,
367712,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,OB_128058 - TISZADOB,47.996281,21.1733,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/11/2023,27/11/2023,,
367346,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Lewitzrand,53.45,11.69,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/11/2023,22/11/2023,,
367436,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Soenderjylland,Tønder,54.9619,8.8415,WOAH (former OIE),Confirmed,Domestic,Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae),20/11/2023,23/11/2023,,
367701,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128049 - PUSZTAFÖLDVÁR,46.521333,20.801394,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/11/2023,27/11/2023,,
367703,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128050 - TÓTKOMLÓS,46.442739,20.726279,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/11/2023,27/11/2023,,
367704,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128046 - OROSHÁZA,46.531538,20.687212,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/11/2023,27/11/2023,,
367710,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128055 - TETÉTLEN,47.333846,21.355387,WOAH (former OIE),Confirmed,Domestic,Chicken,20/11/2023,27/11/2023,,
367711,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_128054 - BALMAZÚJVÁROS,47.589915,21.390785,WOAH (former OIE),Confirmed,Domestic,Goose,20/11/2023,27/11/2023,,
367713,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Szabolcs-szatmar-bereg,OB_128057 - TISZADOB,47.99349,21.21514,WOAH (former OIE),Confirmed,Domestic,Chicken,20/11/2023,27/11/2023,,
367700,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128048 - TÓTKOMLÓS,46.428759,20.707461,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/11/2023,27/11/2023,,
367705,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128044 - OROSHÁZA,46.529328,20.68439,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/11/2023,27/11/2023,,
367708,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_128051 - TÖMÖRKÉNY,46.611486,19.996496,WOAH (former OIE),Confirmed,Domestic,Duck,19/11/2023,27/11/2023,,
367211,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,OB_127655 - 23-015-01190 - WURSTER NORDSEEKÜSTE,53.73,8.61,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/11/2023,20/11/2023,,
367217,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127738 - KISKUNFÉLEGYHÁZA,46.6937,19.9411,WOAH (former OIE),Confirmed,Domestic,Goose,17/11/2023,21/11/2023,,
367218,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127737 - GÁTÉR,46.6803,19.95058,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,17/11/2023,21/11/2023,,
367219,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127736 - KISKUNFÉLEGYHÁZA,46.711557,19.935913,WOAH (former OIE),Confirmed,Domestic,Duck,17/11/2023,21/11/2023,,
367220,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127735 - PÁLMONOSTORA,46.62401,19.95306,WOAH (former OIE),Confirmed,Domestic,Goose,17/11/2023,21/11/2023,,
367212,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,Orosháza,46.523035,20.739347,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/11/2023,21/11/2023,,
367221,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bacs-kiskun,OB_127733 - PÁLMONOSTORA,46.63437,19.95073,WOAH (former OIE),Confirmed,Domestic,Goose,16/11/2023,21/11/2023,,
367224,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_127742 - SÁNDORFALVA,46.373865,20.116363,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,16/11/2023,21/11/2023,,
367225,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Csongrad,OB_127741 - SZÉKKUTAS,46.526166,20.582625,WOAH (former OIE),Confirmed,Domestic,Goose,16/11/2023,21/11/2023,,
367347,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,OB_127568 - HPAI-2023-14 - SANT' URBANO,45.133412,11.664681,WOAH (former OIE),Confirmed,Domestic,Chicken,16/11/2023,22/11/2023,,
367348,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,OB_127567 - HPAI-2023-13 - SANT' URBANO,45.15012,11.651459,WOAH (former OIE),Confirmed,Domestic,Guinea Fowl,16/11/2023,22/11/2023,,
367213,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_127731 - NÁDUDVAR,47.464808,21.175267,WOAH (former OIE),Confirmed,Domestic,Turkey,15/11/2023,21/11/2023,,
367214,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Hajdu-bihar,OB_127730 - POLGÁR,47.823523,21.124078,WOAH (former OIE),Confirmed,Domestic,Goose,15/11/2023,21/11/2023,,
367417,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Noord-holland,OB_127790 - ZAANDIJK,52.48,4.8,WOAH (former OIE),Confirmed,Captive,Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae),15/11/2023,22/11/2023,,
368314,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Bekes,OB_128521 - OROSHÁZA,46.551706,20.691064,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/11/2023,04/12/2023,,
